seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup
chr1	9290801	9293000	2200	*	1	Promoter (<=1kb)	1	9292894	9369532	76639	1	80176	ENST00000328089.11	0	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	11_EnhWk
chr1	9338201	9340200	2000	*	1	Intron (ENST00000328089.11/80176, intron 1 of 2)	1	9351431	9367863	16433	1	80176	ENST00000357898.3	-11231	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	11_EnhWk
chr1	9498601	9499600	1000	*	1	Distal Intergenic	1	9539465	9585173	45709	1	84275	ENST00000302692.7	-39865	ENSG00000171612	SLC25A33	solute carrier family 25 member 33	11_EnhWk
chr1	9762401	9763000	600	*	1	Intron (ENST00000377298.9/22883, intron 2 of 18)	1	9729028	9751581	22554	2	22883	ENST00000435891.5	-10820	ENSG00000171603	CLSTN1	calsyntenin 1	11_EnhWk
chr1	9968001	9969000	1000	*	1	Promoter (<=1kb)	1	9967381	9967458	78	1	100847055	ENST00000578045.1	620	ENSG00000265521	MIR5697	microRNA 5697	11_EnhWk
chr1	12112201	12112600	400	*	1	Intron (ENST00000263932.7/943, intron 7 of 14)	1	12125899	12144207	18309	1	943	ENST00000413146.6	-13299	ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8	11_EnhWk
chr1	12148201	12148800	600	*	1	Distal Intergenic	1	12166943	12167038	96	1	102465836	ENST00000622420.1	-18143	ENSG00000283789	MIR7846	microRNA 7846	11_EnhWk
chr1	12688601	12690400	1800	*	1	Distal Intergenic	1	12716110	12728760	12651	1	126767	ENST00000359318.8	-25710	ENSG00000188984	AADACL3	arylacetamide deacetylase like 3	11_EnhWk
chr1	13916801	13918400	1600	*	1	Intron (ENST00000636564.1/23254, intron 1 of 2)	1	13892792	15118043	1225252	1	23254	ENST00000636203.1	24009	ENSG00000189337	KAZN	kazrin, periplakin interacting protein	11_EnhWk
chr1	15059401	15060200	800	*	1	Exon (ENST00000636203.1/23254, exon 8 of 17)	1	15111869	15152458	40590	2	200197	ENST00000404665.4	92258	ENSG00000175147	TMEM51-AS1	TMEM51 antisense RNA 1	11_EnhWk
chr1	15104401	15107600	3200	*	1	Intron (ENST00000636203.1/23254, intron 15 of 16)	1	15111869	15152458	40590	2	200197	ENST00000404665.4	44858	ENSG00000175147	TMEM51-AS1	TMEM51 antisense RNA 1	11_EnhWk
chr1	15485201	15485400	200	*	1	Promoter (<=1kb)	1	15485861	15491395	5535	1	51032	ENST00000488764.1	-461	ENSG00000215704	CELA2B	chymotrypsin like elastase 2B	11_EnhWk
chr1	15555601	15556400	800	*	1	Intron (ENST00000375838.5/23341, intron 7 of 12)	1	15559608	15592379	32772	1	23341	ENST00000483270.1	-3208	ENSG00000116138	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	11_EnhWk
chr1	15678601	15679400	800	*	1	Distal Intergenic	1	15684320	15734769	50450	1	23207	ENST00000375799.8	-4920	ENSG00000116786	PLEKHM2	pleckstrin homology and RUN domain containing M2	11_EnhWk
chr1	16312001	16312800	800	*	1	Promoter (2-3kb)	1	16292314	16315367	23054	2	54455	ENST00000478089.1	2567	ENSG00000037637	FBXO42	F-box protein 42	11_EnhWk
chr1	16622801	16624000	1200	*	1	Promoter (2-3kb)	1	16618253	16626386	8134	2	84809	ENST00000639481.1	2386	ENSG00000215908	CROCCP2	CROCC pseudogene 2	11_EnhWk
chr1	16759401	16760000	600	*	1	Promoter (<=1kb)	1	16757128	16759291	2164	2	11223	ENST00000650268.1	-110	ENSG00000186715	MST1L	macrophage stimulating 1 like (pseudogene)	11_EnhWk
chr1	16765801	16766800	1000	*	2	Promoter (1-2kb)	1	16757232	16764480	7249	2	11223	ENST00000442552.7	-1321	ENSG00000186715	MST1L	macrophage stimulating 1 like (pseudogene)	11_EnhWk
chr1	17577201	17578800	1600	*	1	Promoter (1-2kb)	1	17580553	17697649	117097	1	55160	ENST00000375415.5	-1753	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	11_EnhWk
chr1	17599201	17599600	400	*	1	Promoter (2-3kb)	1	17602171	17604882	2712	1	55160	ENST00000482892.1	-2571	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	11_EnhWk
chr1	17632401	17634200	1800	*	2	Promoter (<=1kb)	1	17634257	17638003	3747	1	55160	ENST00000482359.1	-57	ENSG00000074964	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	11_EnhWk
chr1	17886801	17888200	1400	*	1	Distal Intergenic	1	17822982	17827061	4080	1	81569	ENST00000617065.1	63819	ENSG00000117148	ACTL8	actin like 8	11_EnhWk
chr1	17896201	17896400	200	*	1	Distal Intergenic	1	17822982	17827061	4080	1	81569	ENST00000617065.1	73219	ENSG00000117148	ACTL8	actin like 8	11_EnhWk
chr1	17907001	17908800	1800	*	1	Distal Intergenic	1	17822982	17827061	4080	1	81569	ENST00000617065.1	84019	ENSG00000117148	ACTL8	actin like 8	11_EnhWk
chr1	19643001	19644400	1400	*	1	Promoter (<=1kb)	1	19643232	19657129	13898	1	4681	ENST00000289749.6	0	ENSG00000158747	NBL1	NBL1, DAN family BMP antagonist	11_EnhWk
chr1	20904601	20905800	1200	*	1	3' UTR	1	20893111	20941398	48288	2	8672	ENST00000374933.3	35598	ENSG00000075151	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	11_EnhWk
chr1	21009601	21012200	2600	*	4	Intron (ENST00000374935.7/8672, intron 4 of 32)	1	20988314	20988432	119	2	100302155	ENST00000408881.1	-21169	ENSG00000221808	MIR1256	microRNA 1256	11_EnhWk
chr1	21277001	21277800	800	*	1	Promoter (1-2kb)	1	21218584	21279549	60966	2	1889	ENST00000357071.8	1749	ENSG00000117298	ECE1	endothelin converting enzyme 1	11_EnhWk
chr1	21589201	21589600	400	*	1	Promoter (2-3kb)	1	21586472	21591187	4716	1	105376834	ENST00000457706.1	2729	NA	LINC02596	long intergenic non-protein coding RNA 2596	11_EnhWk
chr1	22867001	22867200	200	*	1	Promoter (1-2kb)	1	22865159	22882840	17682	1	2048	ENST00000490436.1	1842	ENSG00000133216	EPHB2	EPH receptor B2	11_EnhWk
chr1	23707001	23708000	1000	*	1	Exon (ENST00000655402.1/100506963, exon 3 of 3)	1	23692609	23695946	3338	1	6135	ENST00000482370.2	14392	ENSG00000142676	RPL11	ribosomal protein L11	11_EnhWk
chr1	24378201	24379600	1400	*	1	Promoter (<=1kb)	1	24369043	24379823	10781	2	90529	ENST00000438866.1	223	ENSG00000001460	STPG1	sperm tail PG-rich repeat containing 1	11_EnhWk
chr1	24521401	24524200	2800	*	1	Intron (ENST00000538532.6/11123, intron 2 of 4)	1	24514373	24535279	20907	1	11123	ENST00000374393.4	7028	ENSG00000117602	RCAN3	RCAN family member 3	11_EnhWk
chr1	25044401	25046600	2200	*	1	Intron (ENST00000648363.1/105376879, intron 2 of 2)	1	25041136	25047404	6269	1	105376879	ENST00000648363.1	3265	ENSG00000285823	LINC02793	long intergenic non-protein coding RNA 2793	11_EnhWk
chr1	25068601	25069200	600	*	1	Intron (ENST00000424084.1/ENST00000424084.1, intron 2 of 2)	1	25041136	25047404	6269	1	105376879	ENST00000648363.1	27465	ENSG00000285823	LINC02793	long intergenic non-protein coding RNA 2793	11_EnhWk
chr1	25298201	25299200	1000	*	2	Intron (ENST00000564398.5/6007, intron 3 of 6)	1	25272548	25329211	56664	1	6007	ENST00000568195.5	25653	ENSG00000187010	RHD	Rh blood group D antigen	11_EnhWk
chr1	25327801	25328200	400	*	1	Intron (ENST00000648012.1/6007, intron 8 of 8)	1	25335846	25337218	1373	2	57035	ENST00000564413.1	9018	ENSG00000117616	RSRP1	arginine and serine rich protein 1	11_EnhWk
chr1	25346001	25347200	1200	*	1	Intron (ENST00000498135.5/23585, intron 2 of 5)	1	25342592	25351654	9063	1	23585	ENST00000487234.1	3409	ENSG00000183726	TMEM50A	transmembrane protein 50A	11_EnhWk
chr1	25439801	25440600	800	*	1	Intron (ENST00000399766.7/55219, intron 1 of 8)	1	25448893	25458783	9891	1	55219	ENST00000470035.1	-8293	ENSG00000204178	MACO1	macoilin 1	11_EnhWk
chr1	25871401	25872400	1000	*	1	Promoter (<=1kb)	1	25861484	25871253	9770	2	164091	ENST00000374296.4	-148	ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7	11_EnhWk
chr1	27326401	27326600	200	*	1	Promoter (1-2kb)	1	27325329	27325796	468	1	644961	ENST00000486001.1	1072	NA	ACTG1P20	actin gamma 1 pseudogene 20	11_EnhWk
chr1	27848401	27849600	1200	*	4	Intron (ENST00000311772.10/5511, intron 6 of 6)	1	27834401	27834566	166	1	677774	ENST00000517138.1	14000	ENSG00000252947	SCARNA1	small Cajal body-specific RNA 1	11_EnhWk
chr1	27858001	27858800	800	*	1	Distal Intergenic	1	27872543	27886685	14143	1	9473	ENST00000328928.11	-13743	ENSG00000130775	THEMIS2	thymocyte selection associated family member 2	11_EnhWk
chr1	27890001	27890600	600	*	1	Distal Intergenic	1	27891538	27897085	5548	2	6118	ENST00000419958.5	6485	ENSG00000117748	RPA2	replication protein A2	11_EnhWk
chr1	28571601	28572600	1000	*	1	Exon (ENST00000373830.4/54952, exon 8 of 9)	1	28578749	28578822	74	2	692212	ENST00000408612.1	6222	ENSG00000221539	SNORD99	small nucleolar RNA, C/D box 99	11_EnhWk
chr1	31196401	31197200	800	*	1	Promoter (2-3kb)	1	31182551	31193920	11370	2	79570	ENST00000530145.1	-2481	ENSG00000084628	NKAIN1	sodium/potassium transporting ATPase interacting 1	11_EnhWk
chr1	31232201	31233200	1000	*	1	Intron (ENST00000373736.7/79570, intron 1 of 6)	1	31179745	31239887	60143	2	79570	ENST00000373736.7	6687	ENSG00000084628	NKAIN1	sodium/potassium transporting ATPase interacting 1	11_EnhWk
chr1	32293201	32294200	1000	*	1	Promoter (1-2kb)	1	32292161	32327677	35517	1	3065	ENST00000472928.5	1040	ENSG00000116478	HDAC1	histone deacetylase 1	11_EnhWk
chr1	32314201	32314600	400	*	1	Intron (ENST00000373548.8/3065, intron 2 of 13)	1	32327189	32331781	4593	1	3065	ENST00000490081.5	-12589	ENSG00000116478	HDAC1	histone deacetylase 1	11_EnhWk
chr1	32365801	32369600	3800	*	1	Promoter (1-2kb)	1	32361729	32364278	2550	2	100128071	ENST00000415596.1	-1523	ENSG00000225828	FAM229A	family with sequence similarity 229 member A	11_EnhWk
chr1	32417401	32418400	1000	*	1	Distal Intergenic	1	32378763	32394731	15969	2	55108	ENST00000474414.5	-22670	ENSG00000160058	BSDC1	BSD domain containing 1	11_EnhWk
chr1	32730601	32731600	1000	*	1	Distal Intergenic	1	32741830	32774970	33141	1	57648	ENST00000401073.7	-10230	ENSG00000162522	KIAA1522	KIAA1522	11_EnhWk
chr1	33922001	33922400	400	*	1	Intron (ENST00000373381.9/114784, intron 4 of 70)	1	33875466	33885423	9958	1	402779	ENST00000431046.1	46535	ENSG00000231163	CSMD2-AS1	CSMD2 antisense RNA 1	11_EnhWk
chr1	33924201	33925800	1600	*	1	Intron (ENST00000373381.9/114784, intron 4 of 70)	1	33875466	33885423	9958	1	402779	ENST00000431046.1	48735	ENSG00000231163	CSMD2-AS1	CSMD2 antisense RNA 1	11_EnhWk
chr1	36181201	36183400	2200	*	1	Promoter (2-3kb)	1	36179021	36180315	1295	1	55700	ENST00000487114.1	2180	ENSG00000116871	MAP7D1	MAP7 domain containing 1	11_EnhWk
chr1	36906601	36906800	200	*	2	Intron (ENST00000373091.8/2899, intron 1 of 15)	1	36849674	36859136	9463	2	2899	ENST00000462621.1	-47465	ENSG00000163873	GRIK3	glutamate ionotropic receptor kainate type subunit 3	11_EnhWk
chr1	38139601	38140000	400	*	1	Promoter (<=1kb)	1	38129464	38140593	11130	2	105378655	ENST00000641212.1	593	NA	LINC02786	long intergenic non-protein coding RNA 2786	11_EnhWk
chr1	38396001	38396400	400	*	1	Distal Intergenic	1	38474825	38476482	1658	1	105378656	ENST00000658664.1	-78425	NA	LINC01685	long intergenic non-protein coding RNA 1685	11_EnhWk
chr1	38456401	38456600	200	*	1	Distal Intergenic	1	38474825	38476482	1658	1	105378656	ENST00000658664.1	-18225	NA	LINC01685	long intergenic non-protein coding RNA 1685	11_EnhWk
chr1	38472001	38472400	400	*	1	Promoter (2-3kb)	1	38474825	38476482	1658	1	105378656	ENST00000658664.1	-2425	NA	LINC01685	long intergenic non-protein coding RNA 1685	11_EnhWk
chr1	39649401	39650000	600	*	1	Distal Intergenic	1	39623435	39639643	16209	2	26508	ENST00000372852.4	-9758	ENSG00000163909	HEYL	hes related family bHLH transcription factor with YRPW motif like	11_EnhWk
chr1	40446201	40446400	200	*	1	Intron (ENST00000642138.1/ENST00000642138.1, intron 1 of 4)	1	40450102	40463714	13613	1	65243	ENST00000469416.1	-3702	ENSG00000187801	ZFP69B	ZFP69 zinc finger protein B	11_EnhWk
chr1	40461801	40462800	1000	*	1	3' UTR	1	40450476	40463715	13240	1	65243	ENST00000361584.5	11325	ENSG00000187801	ZFP69B	ZFP69 zinc finger protein B	11_EnhWk
chr1	41274601	41275600	1000	*	1	Intron (ENST00000657314.1/ENST00000657314.1, intron 1 of 1)	1	41185984	41242154	56171	2	22955	ENST00000488592.1	-32447	ENSG00000010803	SCMH1	Scm polycomb group protein homolog 1	11_EnhWk
chr1	42154201	42156000	1800	*	1	Promoter (<=1kb)	1	42153410	42155820	2411	1	2981	ENST00000372581.2	791	ENSG00000044012	GUCA2B	guanylate cyclase activator 2B	11_EnhWk
chr1	42184601	42187400	2800	*	1	Promoter (2-3kb)	1	42176539	42189809	13271	2	22887	ENST00000372571.5	2409	ENSG00000198815	FOXJ3	forkhead box J3	11_EnhWk
chr1	42214801	42216600	1800	*	1	Intron (ENST00000372572.5/22887, intron 7 of 14)	1	42194997	42206011	11015	2	22887	ENST00000422278.1	-8790	ENSG00000198815	FOXJ3	forkhead box J3	11_EnhWk
chr1	42220001	42220800	800	*	1	Intron (ENST00000372572.5/22887, intron 7 of 14)	1	42194997	42206011	11015	2	22887	ENST00000422278.1	-13990	ENSG00000198815	FOXJ3	forkhead box J3	11_EnhWk
chr1	42363601	42364400	800	*	1	Distal Intergenic	1	42380792	42424232	43441	1	284716	ENST00000431473.4	-16392	ENSG00000177181	RIMKLA	ribosomal modification protein rimK like family member A	11_EnhWk
chr1	43408201	43409600	1400	*	1	3' UTR	1	43404404	43422104	17701	1	23334	ENST00000639852.1	3797	ENSG00000198198	SZT2	SZT2 subunit of KICSTOR complex	11_EnhWk
chr1	44171401	44172200	800	*	2	Distal Intergenic	1	44137821	44141631	3811	2	105378952	ENST00000634670.1	-29770	ENSG00000283039	KLF18	Kruppel like factor 18	11_EnhWk
chr1	44231801	44233000	1200	*	1	3' UTR	1	44243408	44244273	866	2	100874278	ENST00000414156.1	11273	ENSG00000233602	ERI3-IT1	ERI3 intronic transcript 1	11_EnhWk
chr1	44251201	44253200	2000	*	2	Intron (ENST00000456170.6/79033, intron 5 of 6)	1	44221504	44248002	26499	2	79033	ENST00000479101.1	-3199	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3	11_EnhWk
chr1	44301401	44304400	3000	*	2	Intron (ENST00000456170.6/79033, intron 3 of 6)	1	44221070	44319744	98675	2	79033	ENST00000456170.6	15344	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3	11_EnhWk
chr1	44458001	44458200	200	*	1	Intron (ENST00000355387.6/55182, intron 2 of 14)	1	44412698	44419872	7175	1	107984951	ENST00000470498.1	45303	NA	LOC107984951	uncharacterized LOC107984951	11_EnhWk
chr1	44704401	44705200	800	*	1	Intron (ENST00000424484.5/339541, intron 4 of 5)	1	44700973	44724379	23407	1	339541	ENST00000434520.5	3428	ENSG00000198520	ARMH1	armadillo like helical domain containing 1	11_EnhWk
chr1	44947801	44949800	2000	*	1	Intron (ENST00000360403.7/8891, intron 3 of 11)	1	44850776	44926655	75880	2	8891	ENST00000439363.5	-21146	ENSG00000070785	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	11_EnhWk
chr1	45147601	45150200	2600	*	1	Intron (ENST00000359600.6/57643, intron 1 of 13)	1	45016399	45206605	190207	2	57643	ENST00000359600.6	56405	ENSG00000162415	ZSWIM5	zinc finger SWIM-type containing 5	11_EnhWk
chr1	45185001	45187000	2000	*	1	Intron (ENST00000359600.6/57643, intron 1 of 13)	1	45016399	45206605	190207	2	57643	ENST00000359600.6	19605	ENSG00000162415	ZSWIM5	zinc finger SWIM-type containing 5	11_EnhWk
chr1	45190801	45191400	600	*	1	Intron (ENST00000359600.6/57643, intron 1 of 13)	1	45016399	45206605	190207	2	57643	ENST00000359600.6	15205	ENSG00000162415	ZSWIM5	zinc finger SWIM-type containing 5	11_EnhWk
chr1	45954801	45955400	600	*	1	Intron (ENST00000361297.7/23139, intron 4 of 28)	1	45959386	46011109	51724	1	23139	ENST00000482881.1	-3986	ENSG00000086015	MAST2	microtubule associated serine/threonine kinase 2	11_EnhWk
chr1	46251401	46251800	400	*	1	Promoter (2-3kb)	1	46248512	46267584	19073	1	8438	ENST00000487700.1	2889	ENSG00000085999	RAD54L	RAD54 like	11_EnhWk
chr1	46505201	46505600	400	*	1	Promoter (1-2kb)	1	46506996	46514212	7217	1	127343	ENST00000371956.8	-1396	ENSG00000197587	DMBX1	diencephalon/mesencephalon homeobox 1	11_EnhWk
chr1	46507801	46509200	1400	*	1	Promoter (<=1kb)	1	46506996	46514212	7217	1	127343	ENST00000371956.8	805	ENSG00000197587	DMBX1	diencephalon/mesencephalon homeobox 1	11_EnhWk
chr1	48917201	48917800	600	*	1	Intron (ENST00000371839.6/84871, intron 5 of 13)	1	49025595	49187585	161991	1	105378706	ENST00000456002.2	-107795	NA	LOC105378706	uncharacterized LOC105378706	11_EnhWk
chr1	49240401	49241400	1000	*	1	Intron (ENST00000371839.6/84871, intron 4 of 13)	1	49257411	49269285	11875	1	101929721	ENST00000420071.1	-16011	ENSG00000230114	AGBL4-AS1	AGBL4 antisense RNA 1	11_EnhWk
chr1	49317401	49318200	800	*	1	Intron (ENST00000371839.6/84871, intron 3 of 13)	1	49257411	49269285	11875	1	101929721	ENST00000420071.1	59990	ENSG00000230114	AGBL4-AS1	AGBL4 antisense RNA 1	11_EnhWk
chr1	50574401	50575000	600	*	3	Intron (ENST00000396153.7/11124, intron 12 of 18)	1	50539592	50606944	67353	2	11124	ENST00000472808.1	31944	ENSG00000185104	FAF1	Fas associated factor 1	11_EnhWk
chr1	51700001	51700600	600	*	1	Intron (ENST00000371714.5/114883, intron 6 of 25)	1	51714003	51756657	42655	1	114883	ENST00000484890.5	-13403	ENSG00000117859	OSBPL9	oxysterol binding protein like 9	11_EnhWk
chr1	52110001	52110800	800	*	1	Distal Intergenic	1	52142089	52346634	204546	1	9372	ENST00000287727.8	-31289	ENSG00000157077	ZFYVE9	zinc finger FYVE-type containing 9	11_EnhWk
chr1	54619401	54619800	400	*	1	Intron (ENST00000371316.3/26027, intron 15 of 16)	1	54609181	54623525	14345	2	338094	ENST00000302250.7	3725	ENSG00000162391	FAM151A	family with sequence similarity 151 member A	11_EnhWk
chr1	54693801	54694400	600	*	1	Promoter (2-3kb)	1	54697192	54710266	13075	1	374977	ENST00000371287.3	-2792	ENSG00000184313	MROH7	maestro heat like repeat family member 7	11_EnhWk
chr1	54822401	54822800	400	*	1	Intron (ENST00000358193.7/163747, intron 9 of 10)	1	54806063	54842252	36190	1	163747	ENST00000371273.4	16338	ENSG00000162398	LEXM	lymphocyte expansion molecule	11_EnhWk
chr1	54928801	54929600	800	*	1	Distal Intergenic	1	54875976	54887195	11220	2	1718	ENST00000648494.1	-41606	ENSG00000116133	DHCR24	24-dehydrocholesterol reductase	11_EnhWk
chr1	55009001	55010000	1000	*	1	3' UTR	1	54998933	55017172	18240	1	7809	ENST00000651561.1	10068	ENSG00000162399	BSND	barttin CLCNK type accessory subunit beta	11_EnhWk
chr1	55117001	55117600	600	*	1	Intron (ENST00000294383.7/23358, intron 38 of 67)	1	55093553	55095319	1767	2	23358	ENST00000482197.1	-21682	ENSG00000162402	USP24	ubiquitin specific peptidase 24	11_EnhWk
chr1	55264801	55265400	600	*	1	Intron (ENST00000643232.1/109729135, intron 1 of 1)	1	55225641	55225723	83	1	100616272	ENST00000581938.1	39160	ENSG00000265822	MIR4422	microRNA 4422	11_EnhWk
chr1	56935001	56936200	1200	*	1	Promoter (1-2kb)	1	56931594	56933381	1788	2	732	ENST00000465658.1	-1620	ENSG00000021852	C8B	complement C8 beta chain	11_EnhWk
chr1	56961001	56961600	600	*	1	Promoter (2-3kb)	1	56963886	56996757	32872	1	105378745	ENST00000417420.1	-2286	NA	LOC105378745	uncharacterized LOC105378745	11_EnhWk
chr1	57030601	57031200	600	*	1	Intron (ENST00000371236.7/1600, intron 9 of 14)	1	56960063	56966140	6078	2	732	ENST00000494324.1	-64461	ENSG00000021852	C8B	complement C8 beta chain	11_EnhWk
chr1	59407201	59410000	2800	*	1	Intron (ENST00000634606.1/55277, intron 4 of 16)	1	59393208	59626023	232816	1	55277	ENST00000475949.5	13993	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	11_EnhWk
chr1	59430401	59431000	600	*	1	Intron (ENST00000634606.1/55277, intron 4 of 16)	1	59393208	59626023	232816	1	55277	ENST00000475949.5	37193	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	11_EnhWk
chr1	59602201	59602400	200	*	1	Intron (ENST00000634606.1/55277, intron 7 of 16)	1	59626015	59762730	136716	1	55277	ENST00000493891.5	-23615	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	11_EnhWk
chr1	59603801	59604600	800	*	1	Intron (ENST00000634606.1/55277, intron 7 of 16)	1	59626015	59762730	136716	1	55277	ENST00000493891.5	-21415	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	11_EnhWk
chr1	59639401	59640000	600	*	1	Promoter (1-2kb)	1	59638228	59680995	42768	1	55277	ENST00000466791.5	1173	ENSG00000172456	FGGY	FGGY carbohydrate kinase domain containing	11_EnhWk
chr1	60171401	60171800	400	*	1	Distal Intergenic	1	60129998	60149784	19787	1	107984963	ENST00000659925.1	41403	NA	LOC107984963	uncharacterized LOC107984963	11_EnhWk
