seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup
chr1	27848401	27849600	1200	*	4	Intron (ENST00000311772.10/5511, intron 6 of 6)	1	27834401	27834566	166	1	677774	ENST00000517138.1	14000	ENSG00000252947	SCARNA1	small Cajal body-specific RNA 1	11_EnhWk
chr1	36906601	36906800	200	*	2	Intron (ENST00000373091.8/2899, intron 1 of 15)	1	36849674	36859136	9463	2	2899	ENST00000462621.1	-47465	ENSG00000163873	GRIK3	glutamate ionotropic receptor kainate type subunit 3	11_EnhWk
chr1	44171401	44172200	800	*	2	Distal Intergenic	1	44137821	44141631	3811	2	105378952	ENST00000634670.1	-29770	ENSG00000283039	KLF18	Kruppel like factor 18	11_EnhWk
chr1	44251201	44253200	2000	*	2	Intron (ENST00000456170.6/79033, intron 5 of 6)	1	44221504	44248002	26499	2	79033	ENST00000479101.1	-3199	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3	11_EnhWk
chr1	44301401	44304400	3000	*	2	Intron (ENST00000456170.6/79033, intron 3 of 6)	1	44221070	44319744	98675	2	79033	ENST00000456170.6	15344	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3	11_EnhWk
chr1	50574401	50575000	600	*	3	Intron (ENST00000396153.7/11124, intron 12 of 18)	1	50539592	50606944	67353	2	11124	ENST00000472808.1	31944	ENSG00000185104	FAF1	Fas associated factor 1	11_EnhWk
chr1	95008801	95010400	1600	*	2	Intron (ENST00000370205.6/199857, intron 3 of 3)	1	94983550	95027203	43654	2	199857	ENST00000507727.2	16803	ENSG00000172339	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	11_EnhWk
chr1	109842001	109843600	1600	*	3	Intron (ENST00000453347.1/107985167, intron 3 of 3)	1	109828355	109871436	43082	1	107985167	ENST00000453347.1	13646	NA	LINC01768	long intergenic non-protein coding RNA 1768	11_EnhWk
chr1	111174001	111174400	400	*	2	Promoter (<=1kb)	1	111173138	111184331	11194	1	10390	ENST00000473474.5	863	ENSG00000134255	CEPT1	choline/ethanolamine phosphotransferase 1	11_EnhWk
chr1	112033601	112034800	1200	*	2	Distal Intergenic	1	111990536	111998842	8307	1	643355	ENST00000438293.1	43065	ENSG00000231437	LINC01750	long intergenic non-protein coding RNA 1750	11_EnhWk
chr1	152595201	152595600	400	*	2	Distal Intergenic	1	152600234	152601086	853	1	353144	ENST00000684028.1	-4634	ENSG00000244057	LCE3C	late cornified envelope 3C	11_EnhWk
chr1	153581801	153583000	1200	*	2	Distal Intergenic	1	153561340	153567890	6551	2	6273	ENST00000368710.6	-13911	ENSG00000196754	S100A2	S100 calcium binding protein A2	11_EnhWk
chr1	156551401	156552000	600	*	4	Exon (ENST00000361170.7/128239, exon 14 of 38)	1	156537176	156539465	2290	2	128239	ENST00000498755.1	-11936	ENSG00000183856	IQGAP3	IQ motif containing GTPase activating protein 3	11_EnhWk
chr1	158257801	158259400	1600	*	2	3' UTR	1	158254424	158258269	3846	1	909	ENST00000289429.6	3377	ENSG00000158477	CD1A	CD1a molecule	11_EnhWk
chr1	161268201	161269400	1200	*	2	Intron (ENST00000504449.2/654790, intron 1 of 2)	1	161258745	161285450	26706	1	654790	ENST00000504449.2	9456	ENSG00000248485	PCP4L1	Purkinje cell protein 4 like 1	11_EnhWk
chr1	162358801	162359600	800	*	2	Promoter (<=1kb)	1	162360537	162367221	6685	1	9722	ENST00000464284.1	-937	ENSG00000198929	NOS1AP	nitric oxide synthase 1 adaptor protein	11_EnhWk
chr1	182269601	182271000	1400	*	2	Intron (ENST00000663078.1/400799, intron 1 of 4)	1	182119280	182293345	174066	2	400799	ENST00000653755.1	22345	NA	LINC01344	long intergenic non-protein coding RNA 1344	11_EnhWk
chr1	184984201	184984400	200	*	2	Distal Intergenic	1	184791032	184974508	183477	2	116496	ENST00000367511.4	-9693	ENSG00000135842	NIBAN1	niban apoptosis regulator 1	11_EnhWk
chr1	200982601	200985000	2400	*	2	Exon (ENST00000332129.6/23046, exon 27 of 34)	1	201001407	201005590	4184	2	23046	ENST00000534043.1	20590	ENSG00000116852	KIF21B	kinesin family member 21B	11_EnhWk
chr1	206257401	206263200	5800	*	2	Intron (ENST00000573034.8/23380, intron 2 of 22)	1	206214723	206392757	178035	1	23380	ENST00000572793.2	42678	ENSG00000266028	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	11_EnhWk
chr1	206729001	206729600	600	*	3	Promoter (<=1kb)	1	206728934	206729470	537	1	9261	ENST00000493447.1	67	ENSG00000162889	MAPKAPK2	MAPK activated protein kinase 2	11_EnhWk
chr1	206885601	206891600	6000	*	2	Distal Intergenic	1	206897443	206903480	6038	1	11009	ENST00000391929.7	-5843	ENSG00000162892	IL24	interleukin 24	11_EnhWk
chr1	206898201	206900200	2000	*	2	Promoter (<=1kb)	1	206897833	206902072	4240	1	11009	ENST00000480741.1	368	ENSG00000162892	IL24	interleukin 24	11_EnhWk
chr1	222013401	222015400	2000	*	2	Intron (ENST00000668844.1/107985307, intron 2 of 2)	1	221913648	221978523	64876	2	105372950	ENST00000412445.1	-34878	ENSG00000238042	LINC02257	long intergenic non-protein coding RNA 2257	11_EnhWk
chr1	225653001	225653400	400	*	3	Promoter (<=1kb)	1	225486835	225653142	166308	2	55740	ENST00000366844.7	0	ENSG00000154380	ENAH	ENAH actin regulator	11_EnhWk
chr1	226898401	226901000	2600	*	3	Promoter (<=1kb)	1	226899365	226927726	28362	1	5664	ENST00000676616.1	0	ENSG00000143801	PSEN2	presenilin 2	11_EnhWk
chr1	228639801	228640800	1000	*	2	Promoter (<=1kb)	1	228639337	228639455	119	2	100169765	ENST00000364485.1	-346	ENSG00000201355	RNA5S14	RNA, 5S ribosomal 14	11_EnhWk
chr1	232714601	232715000	400	*	2	Distal Intergenic	1	232718071	232722250	4180	1	105373199	ENST00000430921.1	-3071	ENSG00000225919	LINC01745	long intergenic non-protein coding RNA 1745	11_EnhWk
chr1	234903801	234906400	2600	*	3	Exon (ENST00000493933.3/ENST00000493933.3, exon 1 of 1)	1	234811052	234932653	121602	2	107985365	ENST00000651370.1	26253	NA	LOC107985365	uncharacterized LOC107985365	11_EnhWk
chr1	236086801	236087600	800	*	2	Distal Intergenic	1	235975830	236065109	89280	2	4811	ENST00000366595.7	-21692	ENSG00000116962	NID1	nidogen 1	11_EnhWk
chr1	244530201	244532000	1800	*	3	Intron (ENST00000473875.5/257044, intron 6 of 15)	1	244461420	244552465	91046	1	257044	ENST00000464170.1	68781	ENSG00000179397	CATSPERE	catsper channel auxiliary subunit epsilon	11_EnhWk
chr1	245117001	245118000	1000	*	2	Intron (ENST00000366522.6/84288, intron 7 of 7)	1	245107179	245122521	15343	1	84288	ENST00000479923.1	9822	ENSG00000203666	EFCAB2	EF-hand calcium binding domain 2	11_EnhWk
chr1	245679401	245679800	400	*	3	Promoter (2-3kb)	1	245673732	245676478	2747	2	105373265	ENST00000414565.1	-2923	NA	LOC105373265	uncharacterized LOC105373265	11_EnhWk
chr1	246271401	246272000	600	*	3	Intron (ENST00000630181.2/64754, intron 5 of 11)	1	245858498	246306009	447512	2	64754	ENST00000492487.5	34009	ENSG00000185420	SMYD3	SET and MYND domain containing 3	11_EnhWk
chr1	248902801	248904000	1200	*	8	Promoter (2-3kb)	1	248906196	248919946	13751	1	267002	ENST00000355360.8	-2196	ENSG00000185220	PGBD2	piggyBac transposable element derived 2	11_EnhWk
chr10	851001	851600	600	*	2	Intron (ENST00000316157.8/23185, intron 5 of 17)	10	812506	825244	12739	2	23185	ENST00000448368.5	-25757	ENSG00000107929	LARP4B	La ribonucleoprotein 4B	11_EnhWk
chr10	3938201	3939000	800	*	2	Downstream (2-3kb)	10	3934519	3935813	1295	1	101927904	ENST00000432452.2	3682	NA	LINC02660	long intergenic non-protein coding RNA 2660	11_EnhWk
chr10	6103801	6105000	1200	*	2	Promoter (<=1kb)	10	6104946	6106377	1432	1	84991	ENST00000467214.1	0	ENSG00000134453	RBM17	RNA binding motif protein 17	11_EnhWk
chr10	7069601	7070600	1000	*	2	Intron (ENST00000664549.1/107984203, intron 1 of 4)	10	7096216	7097675	1460	1	105376386	ENST00000420049.2	-25616	ENSG00000223581	LINC02665	long intergenic non-protein coding RNA 2665	11_EnhWk
chr10	7528801	7531000	2200	*	2	Promoter (2-3kb)	10	7533207	7536565	3359	1	105376390	ENST00000414631.1	-2207	NA	LOC105376390	uncharacterized LOC105376390	11_EnhWk
chr10	7543001	7543400	400	*	2	Distal Intergenic	10	7533207	7536565	3359	1	105376390	ENST00000414631.1	9794	NA	LOC105376390	uncharacterized LOC105376390	11_EnhWk
chr10	23026201	23028200	2000	*	2	Promoter (2-3kb)	10	23030631	23031195	565	1	219681	ENST00000473919.1	-2431	ENSG00000165309	ARMC3	armadillo repeat containing 3	11_EnhWk
chr10	28783401	28786000	2600	*	2	Promoter (1-2kb)	10	28787496	28808148	20653	1	101929218	ENST00000665621.1	-1496	NA	LINC01517	long intergenic non-protein coding RNA 1517	11_EnhWk
chr10	43625801	43626800	1000	*	2	Promoter (2-3kb)	10	43628817	43674703	45887	1	414201	ENST00000458063.1	-2017	ENSG00000223910	ZNF32-AS3	ZNF32 antisense RNA 3	11_EnhWk
chr10	44500001	44501000	1000	*	2	Distal Intergenic	10	44378557	44386493	7937	2	6387	ENST00000496375.1	-113508	ENSG00000107562	CXCL12	C-X-C motif chemokine ligand 12	11_EnhWk
chr10	45958801	45961000	2200	*	2	Intron (ENST00000417555.2/728407, intron 3 of 11)	10	45888165	45972154	83990	2	728407	ENST00000417555.2	11154	NA	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1	11_EnhWk
chr10	49687201	49687800	600	*	2	Intron (ENST00000374113.3/282966, intron 1 of 1)	10	49679686	49710261	30576	1	282966	ENST00000535836.1	7515	ENSG00000178645	C10orf53	chromosome 10 open reading frame 53	11_EnhWk
chr10	74069001	74069800	800	*	2	Intron (ENST00000623461.3/7414, intron 4 of 22)	10	74043091	74063890	20800	1	7414	ENST00000461383.1	25910	ENSG00000035403	VCL	vinculin	11_EnhWk
chr10	88717401	88719800	2400	*	4	Intron (ENST00000404190.3/643414, intron 1 of 9)	10	88706249	88752776	46528	1	643414	ENST00000404190.3	11152	ENSG00000204021	LIPK	lipase family member K	11_EnhWk
chr10	91107001	91111400	4400	*	2	Distal Intergenic	10	91152605	91153349	745	2	119369	ENST00000477230.1	41949	NA	NUDT9P1	nudix hydrolase 9 pseudogene 1	11_EnhWk
chr10	98900601	98901000	400	*	2	Intron (ENST00000370552.8/60495, intron 3 of 11)	10	98924499	98924568	70	2	102465253	ENST00000613630.1	23568	ENSG00000274056	MIR6507	microRNA 6507	11_EnhWk
chr10	99264801	99266200	1400	*	2	Distal Intergenic	10	98459317	99235862	776546	2	60495	ENST00000628193.2	-28939	ENSG00000172987	HPSE2	heparanase 2 (inactive)	11_EnhWk
chr10	112170201	112171000	800	*	2	Intron (ENST00000348367.9/57678, intron 9 of 21)	10	112153870	112183710	29841	2	57678	ENST00000369425.5	12710	ENSG00000119927	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	11_EnhWk
chr10	112628401	112629200	800	*	2	Intron (ENST00000393077.3/143187, intron 5 of 7)	10	112634170	112634254	85	1	100422909	ENST00000585286.1	-4970	ENSG00000264763	MIR4295	microRNA 4295	11_EnhWk
chr10	114602801	114605200	2400	*	2	Intron (ENST00000392955.7/3983, intron 1 of 22)	10	114595002	114610717	15716	2	3983	ENST00000477638.1	5517	ENSG00000099204	ABLIM1	actin binding LIM protein 1	11_EnhWk
chr10	114846601	114847800	1200	*	2	Exon (ENST00000369250.7/57700, exon 11 of 17)	10	114860791	114863914	3124	1	57700	ENST00000411414.1	-12991	ENSG00000151553	FHIP2A	FHF complex subunit HOOK interacting protein 2A	11_EnhWk
chr10	129794601	129797600	3000	*	2	Intron (ENST00000635764.1/107984280, intron 2 of 6)	10	129784983	129806971	21989	1	107984280	ENST00000635764.1	9618	NA	LINC02666	long intergenic non-protein coding RNA 2666	11_EnhWk
chr10	131682001	131682600	600	*	2	Distal Intergenic	10	131772448	131777402	4955	2	399827	ENST00000667493.1	94802	ENSG00000189275	LINC01164	long intergenic non-protein coding RNA 1164	11_EnhWk
chr10	134068201	134068800	600	*	2	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-441406	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	11_EnhWk
chr10	134360401	134364200	3800	*	6	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-733606	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	11_EnhWk
chr10	134385601	134386400	800	*	2	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-758806	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	11_EnhWk
chr10	134403601	134406400	2800	*	2	Distal Intergenic	10	133623895	133626795	2901	2	441581	ENST00000425520.2	-776806	ENSG00000225899	FRG2B	FSHD region gene 2 family member B	11_EnhWk
chr11	312801	313400	600	*	3	Promoter (<=1kb)	11	313506	315272	1767	1	8519	ENST00000528780.5	-106	ENSG00000185885	IFITM1	interferon induced transmembrane protein 1	11_EnhWk
chr11	2308201	2308800	600	*	3	Promoter (1-2kb)	11	2306945	2316187	9243	1	10077	ENST00000484523.1	1256	ENSG00000064201	TSPAN32	tetraspanin 32	11_EnhWk
chr11	2403601	2404400	800	*	2	Promoter (1-2kb)	11	2402293	2403875	1583	1	10078	ENST00000451491.2	1308	ENSG00000184281	TSSC4	tumor suppressing subtransferable candidate 4	11_EnhWk
chr11	3147601	3148800	1200	*	3	Intron (ENST00000263650.12/114879, intron 1 of 21)	11	3126483	3161393	34911	2	114879	ENST00000534157.1	12593	ENSG00000021762	OSBPL5	oxysterol binding protein like 5	11_EnhWk
chr11	3157601	3161600	4000	*	2	Promoter (<=1kb)	11	3126483	3161393	34911	2	114879	ENST00000534157.1	0	ENSG00000021762	OSBPL5	oxysterol binding protein like 5	11_EnhWk
chr11	44960601	44961800	1200	*	3	Distal Intergenic	11	44932348	44951306	18959	2	9537	ENST00000616990.4	-9295	ENSG00000175274	TP53I11	tumor protein p53 inducible protein 11	11_EnhWk
chr11	59822401	59823200	800	*	3	Distal Intergenic	11	59806140	59810778	4639	2	54948	ENST00000300151.5	-11623	ENSG00000166902	MRPL16	mitochondrial ribosomal protein L16	11_EnhWk
chr11	61690801	61691600	800	*	2	Intron (ENST00000257215.10/747, intron 1 of 19)	11	61680467	61747000	66534	1	747	ENST00000540717.1	10334	ENSG00000134780	DAGLA	diacylglycerol lipase alpha	11_EnhWk
chr11	64618401	64619000	600	*	2	Intron (ENST00000464307.5/9379, intron 2 of 2)	11	64607044	64622796	15753	2	9379	ENST00000475737.1	3796	ENSG00000110076	NRXN2	neurexin 2	11_EnhWk
chr11	64661001	64662200	1200	*	2	Promoter (<=1kb)	11	64660470	64661378	909	2	9379	ENST00000496291.1	0	ENSG00000110076	NRXN2	neurexin 2	11_EnhWk
chr11	64936601	64937200	600	*	2	Promoter (<=1kb)	11	64934471	64935893	1423	2	170589	ENST00000279168.7	-708	ENSG00000149735	GPHA2	glycoprotein hormone subunit alpha 2	11_EnhWk
chr11	67174201	67175200	1000	*	2	Intron (ENST00000529006.7/22992, intron 2 of 20)	11	67207568	67215673	8106	1	22992	ENST00000528380.1	-32368	ENSG00000173120	KDM2A	lysine demethylase 2A	11_EnhWk
chr11	67911601	67914200	2600	*	2	Distal Intergenic	11	67886590	67906350	19761	1	105369360	ENST00000533670.1	25011	NA	LINC02754	long intergenic non-protein coding RNA 2754	11_EnhWk
chr11	77158201	77159200	1000	*	2	Exon (ENST00000409709.9/4647, exon 9 of 49)	11	77166056	77172885	6830	1	4647	ENST00000669443.1	-6856	ENSG00000137474	MYO7A	myosin VIIA	11_EnhWk
chr11	112037401	112037800	400	*	2	3' UTR	11	112042898	112064375	21478	1	1737	ENST00000680154.1	-5098	ENSG00000150768	DLAT	dihydrolipoamide S-acetyltransferase	11_EnhWk
chr11	117698401	117699000	600	*	2	Intron (ENST00000651296.2/57453, intron 3 of 32)	11	117427773	117797091	369319	2	57453	ENST00000527706.5	98091	ENSG00000177103	DSCAML1	DS cell adhesion molecule like 1	11_EnhWk
chr11	117703401	117705600	2200	*	2	Intron (ENST00000651296.2/57453, intron 3 of 32)	11	117427773	117797091	369319	2	57453	ENST00000527706.5	91491	ENSG00000177103	DSCAML1	DS cell adhesion molecule like 1	11_EnhWk
chr11	121337001	121337800	800	*	2	Distal Intergenic	11	121305750	121307843	2094	1	6309	ENST00000527183.1	31251	ENSG00000109929	SC5D	sterol-C5-desaturase	11_EnhWk
chr11	123985601	123985800	200	*	2	Distal Intergenic	11	123976661	123977781	1121	2	219873	ENST00000641123.1	-7820	ENSG00000196248	OR10S1	olfactory receptor family 10 subfamily S member 1	11_EnhWk
chr11	128366801	128367600	800	*	2	Distal Intergenic	11	128462544	128463950	1407	2	2113	ENST00000530924.2	96350	ENSG00000134954	ETS1	ETS proto-oncogene 1, transcription factor	11_EnhWk
chr11	129723801	129724000	200	*	2	Distal Intergenic	11	129815848	129860003	44156	1	120224	ENST00000281441.8	-91848	ENSG00000151715	TMEM45B	transmembrane protein 45B	11_EnhWk
chr12	291601	292000	400	*	3	Promoter (<=1kb)	12	285456	292925	7470	2	5927	ENST00000540838.1	925	ENSG00000073614	KDM5A	lysine demethylase 5A	11_EnhWk
chr12	1609401	1609800	400	*	3	Intron (ENST00000539198.5/81029, intron 1 of 3)	12	1616660	1631323	14664	1	81029	ENST00000538854.1	-6860	ENSG00000111186	WNT5B	Wnt family member 5B	11_EnhWk
chr12	2468601	2469800	1200	*	2	Intron (ENST00000682544.1/775, intron 5 of 49)	12	2448976	2550033	101058	1	775	ENST00000682343.1	19625	ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	11_EnhWk
chr12	6744801	6745400	600	*	5	Distal Intergenic	12	6748721	6750318	1598	2	8079	ENST00000541305.1	4918	ENSG00000089693	MLF2	myeloid leukemia factor 2	11_EnhWk
chr12	6748801	6752000	3200	*	3	Promoter (<=1kb)	12	6748721	6750318	1598	2	8079	ENST00000541305.1	0	ENSG00000089693	MLF2	myeloid leukemia factor 2	11_EnhWk
chr12	7032401	7033600	1200	*	3	Intron (ENST00000406697.5/716, intron 2 of 14)	12	6976186	7018477	42292	2	10162	ENST00000535479.5	-13924	ENSG00000111684	LPCAT3	lysophosphatidylcholine acyltransferase 3	11_EnhWk
chr12	7044001	7045800	1800	*	2	Intron (ENST00000406697.5/716, intron 3 of 14)	12	7060515	7071032	10518	1	716	ENST00000328916.7	-14715	ENSG00000182326	C1S	complement C1s	11_EnhWk
chr12	7071801	7074000	2200	*	3	Downstream (<1kb)	12	7067395	7068530	1136	1	716	ENST00000497061.1	4406	ENSG00000182326	C1S	complement C1s	11_EnhWk
chr12	10183801	10184400	600	*	2	Promoter (1-2kb)	12	10186397	10190263	3867	1	120939	ENST00000546153.1	-1997	ENSG00000165685	TMEM52B	transmembrane protein 52B	11_EnhWk
chr12	14404201	14404400	200	*	2	Intron (ENST00000539659.5/55729, intron 1 of 7)	12	14408490	14424423	15934	1	55729	ENST00000541056.1	-4090	ENSG00000171681	ATF7IP	activating transcription factor 7 interacting protein	11_EnhWk
chr12	46614401	46617200	2800	*	2	Intron (ENST00000667191.1/100288798, intron 2 of 2)	12	46537502	46652550	115049	1	100288798	ENST00000607353.1	76899	NA	LOC100288798	uncharacterized LOC100288798	11_EnhWk
chr12	48172001	48172400	400	*	2	Exon (ENST00000552531.1/ENST00000552531.1, exon 1 of 3)	12	48149851	48181213	31363	2	140461	ENST00000539503.5	8813	ENSG00000177981	ASB8	ankyrin repeat and SOCS box containing 8	11_EnhWk
chr12	53496401	53498000	1600	*	5	Promoter (1-2kb)	12	53486443	53499457	13015	2	7786	ENST00000547151.1	1457	ENSG00000139625	MAP3K12	mitogen-activated protein kinase kinase kinase 12	11_EnhWk
chr12	93853601	93855000	1400	*	2	Intron (ENST00000548483.5/8738, intron 2 of 2)	12	93848660	93850756	2097	1	8738	ENST00000548330.1	4941	ENSG00000169372	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	11_EnhWk
chr12	104775601	104776200	600	*	2	Distal Intergenic	12	104804975	104834179	29205	2	84102	ENST00000549713.1	57979	ENSG00000136052	SLC41A2	solute carrier family 41 member 2	11_EnhWk
chr12	117477601	117478000	400	*	2	Intron (ENST00000425217.5/283455, intron 16 of 19)	12	117331433	117452170	120738	2	4842	ENST00000549189.1	-25431	ENSG00000089250	NOS1	nitric oxide synthase 1	11_EnhWk
chr12	122292601	122296000	3400	*	2	Intron (ENST00000361654.8/6249, intron 18 of 23)	12	122272806	122280878	8073	2	6249	ENST00000538120.5	-11723	ENSG00000130779	CLIP1	CAP-Gly domain containing linker protein 1	11_EnhWk
chr12	125170401	125172000	1600	*	2	Distal Intergenic	12	125186386	125662369	475984	1	114795	ENST00000682704.1	-14386	ENSG00000139364	TMEM132B	transmembrane protein 132B	11_EnhWk
chr12	125279801	125282600	2800	*	2	Intron (ENST00000682704.1/114795, intron 1 of 8)	12	125326551	125349778	23228	1	114795	ENST00000535330.1	-43951	ENSG00000139364	TMEM132B	transmembrane protein 132B	11_EnhWk
chr12	125420401	125422200	1800	*	3	Intron (ENST00000682704.1/114795, intron 3 of 8)	12	125349452	125588411	238960	1	114795	ENST00000534945.2	70949	ENSG00000139364	TMEM132B	transmembrane protein 132B	11_EnhWk
chr12	132092601	132094200	1600	*	2	Promoter (1-2kb)	12	132090651	132126340	35690	1	347918	ENST00000332441.7	1950	ENSG00000185684	EP400P1	EP400 pseudogene 1	11_EnhWk
chr12	132663201	132663600	400	*	2	Promoter (1-2kb)	12	132623776	132665390	41615	2	5426	ENST00000672002.1	1790	ENSG00000177084	POLE	DNA polymerase epsilon, catalytic subunit	11_EnhWk
chr12	133013401	133016800	3400	*	5	3' UTR	12	133004404	133012127	7724	1	7574	ENST00000534834.1	8997	ENSG00000198393	ZNF26	zinc finger protein 26	11_EnhWk
chr13	20780801	20781200	400	*	3	3' UTR	13	20728731	20773961	45231	2	221143	ENST00000382758.6	-6840	ENSG00000150456	EEF1AKMT1	EEF1A lysine methyltransferase 1	11_EnhWk
chr13	20797001	20797800	800	*	3	Exon (ENST00000255305.10/64328, exon 17 of 23)	13	20728731	20773961	45231	2	221143	ENST00000382758.6	-23040	ENSG00000150456	EEF1AKMT1	EEF1A lysine methyltransferase 1	11_EnhWk
chr13	29290801	29292000	1200	*	3	Intron (ENST00000612955.6/23281, intron 6 of 15)	13	29428627	29503736	75110	1	23281	ENST00000380808.6	-136627	ENSG00000132938	MTUS2	microtubule associated scaffold protein 2	11_EnhWk
chr13	30962801	30963400	600	*	2	Intron (ENST00000380473.8/122046, intron 4 of 6)	13	30956958	30975500	18543	1	122046	ENST00000530916.1	5843	ENSG00000175664	TEX26	testis expressed 26	11_EnhWk
chr13	43294201	43294800	600	*	2	Intron (ENST00000261488.10/55068, intron 12 of 16)	13	43359732	43361365	1634	2	55068	ENST00000482207.1	66565	ENSG00000120658	ENOX1	ecto-NOX disulfide-thiol exchanger 1	11_EnhWk
chr13	44990001	44990200	200	*	2	Promoter (<=1kb)	13	44989620	45033602	43983	1	55425	ENST00000497558.5	381	ENSG00000133114	GPALPP1	GPALPP motifs containing 1	11_EnhWk
chr13	49000801	49001200	400	*	2	Intron (ENST00000492622.6/22862, intron 1 of 25)	13	48976673	49209607	232935	1	22862	ENST00000484074.5	24128	ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A	11_EnhWk
chr13	49379601	49380200	600	*	2	Promoter (2-3kb)	13	49310622	49377131	66510	2	81617	ENST00000425242.5	-2470	ENSG00000102547	CAB39L	calcium binding protein 39 like	11_EnhWk
chr13	111176401	111178600	2200	*	3	Intron (ENST00000317133.9/8874, intron 2 of 18)	13	111184938	111217865	32928	1	8874	ENST00000467053.5	-6338	ENSG00000102606	ARHGEF7	Rho guanine nucleotide exchange factor 7	11_EnhWk
chr13	114064801	114066400	1600	*	3	Intron (ENST00000334062.8/22821, intron 2 of 23)	13	114021409	114036193	14785	2	22821	ENST00000542651.2	-28608	ENSG00000185989	RASA3	RAS p21 protein activator 3	11_EnhWk
chr13	114817601	114818600	1000	*	2	Distal Intergenic	13	114329559	114333948	4390	2	104355150	ENST00000446989.1	-483653	NA	LINC01054	long intergenic non-protein coding RNA 1054	11_EnhWk
chr13	114886401	114888600	2200	*	2	Distal Intergenic	13	114329559	114333948	4390	2	104355150	ENST00000446989.1	-552453	NA	LINC01054	long intergenic non-protein coding RNA 1054	11_EnhWk
chr13	114889401	114892600	3200	*	5	Distal Intergenic	13	114329559	114333948	4390	2	104355150	ENST00000446989.1	-555453	NA	LINC01054	long intergenic non-protein coding RNA 1054	11_EnhWk
chr13	114917001	114917600	600	*	3	Distal Intergenic	13	114329559	114333948	4390	2	104355150	ENST00000446989.1	-583053	NA	LINC01054	long intergenic non-protein coding RNA 1054	11_EnhWk
chr14	21270001	21271600	1600	*	4	Promoter (<=1kb)	14	21209136	21269494	60359	2	3183	ENST00000336053.10	-507	ENSG00000092199	HNRNPC	heterogeneous nuclear ribonucleoprotein C	11_EnhWk
chr14	22889401	22891000	1600	*	2	Downstream (1-2kb)	14	22883222	22887678	4457	1	161253	ENST00000267396.9	6179	ENSG00000139890	REM2	RRAD and GEM like GTPase 2	11_EnhWk
